date,revenue
2023-07-01,828.5684887167436
2023-07-02,785.8215003877775
2023-07-03,109.64944830486371
2023-07-04,955.3074429348299
2023-07-05,1142.8000988184185
2023-07-07,985.4342174686254
2023-07-08,830.641256386319
2023-07-09,697.030555062827
2023-07-10,910.6970095865958
2023-07-11,1171.2797588646945
2023-07-12,1042.8187488260407
2023-07-13,750.8522442576024
2023-07-14,1034.6361851702363
2023-07-15,1077.0634759457673
2023-07-16,823.2285127597734
2023-07-18,1011.6417436892
2023-07-20,1071.5574720696566
2023-07-21,1112.1569052736468
2023-07-22,1216.6102486350553
2023-07-23,1210.7604104069806
2023-07-24,724.4661264085818
2023-07-25,812.4349920169755
2023-07-26,1103.0070534417318
2023-07-27,1102.7571901824417
2023-07-28,1103.0095372612095
2023-07-29,1770.5462981309443
2023-07-30,1114.1781021386334
2023-07-31,1227.1131280361199
2023-08-01,1190.8003526986404
2023-08-02,1130.2782502611597
2023-08-03,936.9461510719309
2023-08-04,115.17938440986536
2023-08-05,845.4349570924857
2023-08-06,952.6362786519983
2023-08-07,902.9272904341793
2023-08-08,1016.3748278772645
2023-08-09,1462.9317133347017
2023-08-10,626.5469614816504
2023-08-11,1137.2520380749027
2023-08-12,677.4568257620697
2023-08-13,905.6136268421133
2023-08-14,1217.790119393473
2023-08-15,1012.8560038190925
2023-08-16,784.4510444141388
2023-08-17,856.9392581480064
2023-08-18,1135.9195497869352
2023-08-19,853.9266736565727
2023-08-20,1043.2917179163949
2023-08-21,1009.1143679807627
2023-08-23,1428.788817865065
2023-08-24,1126.7838044636023
2023-08-25,594.9714826684785
2023-08-26,1037.2908629538856
2023-08-27,867.6427070463224
2023-08-28,1170.4866669592448
2023-08-29,841.4958523134599
2023-08-30,977.0527117066202
2023-08-31,1100.9974557960913
2023-09-01,1173.1510388340243
2023-09-02,759.9407185888448
2023-09-03,933.0997528318103
2023-09-04,905.0109377678087
2023-09-05,869.3341534852576
2023-09-07,1080.9963421921912
2023-09-08,747.823209132991
2023-09-09,1183.572389410955
2023-09-10,1424.4312394025267
2023-09-11,1206.4930521102294
2023-09-12,696.1260068091973
2023-09-13,903.1531854267497
2023-09-15,858.4661068762439
2023-09-16,1088.7638856292456
2023-09-17,1154.9268106858674
2023-09-18,814.6139056843834
2023-09-19,988.09492878764
2023-09-20,351.74653198618546
2023-09-21,795.122471733142
2023-09-22,949.486369721368
2023-09-23,750.44336360703
2023-09-24,1326.482260786327
2023-09-25,713.9717244078735
2023-09-26,911.9911026606032
2023-09-27,1026.1481154572182
2023-09-28,1288.254657813223
2023-09-29,712.8275697641121
2023-09-30,1232.632750430992
2023-10-01,1002.0466122039174
2023-10-02,803.6982697904098
2023-10-03,1092.4206948526542
2023-10-04,1039.811939114694
2023-10-05,879.9566245682411
2023-10-06,1013.9604169980038
2023-10-07,7383.498245021184
2023-10-08,1022.7034690502496
2023-10-09,113.24261349042095
2023-10-10,1317.2033632290704
2023-10-11,752.4369002346302
2023-10-13,609.5824400954996
2023-10-14,969.6429809928833
2023-10-15,1117.6634412969154
2023-10-16,1056.1983735470064
2023-10-17,875.4600960358812
2023-10-18,958.375549928545
2023-10-19,901.3998130682335
2023-10-20,882.1270486111576
2023-10-21,1169.920419404205
2023-10-22,1071.4030971930094
2023-10-23,861.4180809478692
2023-10-24,1179.91997508665
2023-10-26,9300.579390142337
2023-10-28,834.2009978155855
2023-10-29,887.963791960606
2023-10-30,1149.4587210246523
2023-10-31,1122.0740530866929
2023-11-01,995.8196812071703
2023-11-02,1023.4654766617564
2023-11-03,1255.532979157685
2023-11-04,881.685722232834
2023-11-05,1109.4194762340076
2023-11-06,959.5614695132211
2023-11-07,956.4637593545559
2023-11-08,1219.7553703974381
2023-11-09,1165.083269797606
2023-11-10,1162.7019272001278
2023-11-11,1261.0957614308659
2023-11-12,1004.2007683265518
2023-11-13,1136.3905942589927
2023-11-14,937.9466486813088
2023-11-15,1064.8332704976883
2023-11-16,973.9713891264631
2023-11-17,1019.3991929985436
2023-11-18,1119.0314050873826
2023-11-19,836.3558633533055
2023-11-20,1418.477455137092
2023-11-21,798.7965237000597
2023-11-23,1231.6221747000136
2023-11-24,1158.3325387925872
2023-11-25,1124.8239634104311
2023-11-26,1125.6691018528559
2023-11-27,997.5506454306171
2023-11-28,820.5491257028336
2023-11-29,1015.1609116387452
2023-11-30,864.5676576975777
2023-12-01,1195.0239466835503
2023-12-02,970.5885236995723
2023-12-03,834.9005606414977
2023-12-04,935.7228316694013
2023-12-05,1082.5862908551248
2023-12-06,887.255089439205
2023-12-07,835.5559208867137
2023-12-08,1048.7374422983826
2023-12-09,1048.9933142217446
2023-12-10,898.6113649257741
2023-12-11,905.7923388763354
2023-12-12,1046.4099874715273
2023-12-13,710.3831317005352
2023-12-14,718.507245124689
2023-12-15,856.3111557495129
2023-12-16,957.3105696576306
2023-12-17,1062.1815131196008
2023-12-18,1295.0712433899105
2023-12-19,1171.5319246404038
2023-12-20,968.0122940073146
2023-12-21,996.1967584194622
2023-12-22,799.4941270724382
2023-12-23,996.297372801522
2023-12-24,942.2682722159724
2023-12-25,1064.543712067618
2023-12-26,834.5538112895354
2023-12-27,1103.8693028482344
2023-12-28,1306.5477826005156
2023-12-30,1080.3423444197883
2023-12-31,1138.0287983422224
